CURRENT	MARKER_NUMBER	METHOD	MISSING_DATA	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX	SUBSAMPLE
north	50	ranked_thl_0.5	no.imputation	93	1.53	90	100	90	90	97.5	91.47	94.53	11
north	100	ranked_thl_0.5	no.imputation	93	2.13	80	100	90	90	100	90.87	95.13	11
north	200	ranked_thl_0.5	no.imputation	96	2.21	80	100	100	92.5	100	93.79	98.21	11
north	300	ranked_thl_0.5	no.imputation	96	2.21	80	100	100	92.5	100	93.79	98.21	11
north	400	ranked_thl_0.5	no.imputation	98	1.33	90	100	100	100	100	96.67	99.33	11
north	500	ranked_thl_0.5	no.imputation	95	1.67	90	100	95	90	100	93.33	96.67	11
north	1000	ranked_thl_0.5	no.imputation	96	1.63	90	100	100	90	100	94.37	97.63	11
north	15454	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	11
south	50	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
south	100	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
south	200	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
south	300	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
south	400	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
south	500	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
south	1000	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
south	15454	ranked_thl_0.5	no.imputation	90	2.58	80	100	90	82.5	97.5	87.42	92.58	11
OVERALL	50	ranked_thl_0.5	no.imputation	91.5	1.5	90	93	91.5	90.75	92.25	90	93	11
OVERALL	100	ranked_thl_0.5	no.imputation	91.5	1.5	90	93	91.5	90.75	92.25	90	93	11
OVERALL	200	ranked_thl_0.5	no.imputation	93	3	90	96	93	91.5	94.5	90	96	11
OVERALL	300	ranked_thl_0.5	no.imputation	93	3	90	96	93	91.5	94.5	90	96	11
OVERALL	400	ranked_thl_0.5	no.imputation	94	4	90	98	94	92	96	90	98	11
OVERALL	500	ranked_thl_0.5	no.imputation	92.5	2.5	90	95	92.5	91.25	93.75	90	95	11
OVERALL	1000	ranked_thl_0.5	no.imputation	93	3	90	96	93	91.5	94.5	90	96	11
OVERALL	15454	ranked_thl_0.5	no.imputation	92	2	90	94	92	91	93	90	94	11
north	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
south	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
OVERALL	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	12
north	50	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	13
north	100	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	13
north	200	ranked_thl_0.5	no.imputation	93	1.53	90	100	90	90	97.5	91.47	94.53	13
north	300	ranked_thl_0.5	no.imputation	93	1.53	90	100	90	90	97.5	91.47	94.53	13
north	400	ranked_thl_0.5	no.imputation	95	1.67	90	100	95	90	100	93.33	96.67	13
north	500	ranked_thl_0.5	no.imputation	95	1.67	90	100	95	90	100	93.33	96.67	13
north	1000	ranked_thl_0.5	no.imputation	98	1.33	90	100	100	100	100	96.67	99.33	13
north	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
south	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
OVERALL	50	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	13
OVERALL	100	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	13
OVERALL	200	ranked_thl_0.5	no.imputation	96.5	3.5	93	100	96.5	94.75	98.25	93	100	13
OVERALL	300	ranked_thl_0.5	no.imputation	96.5	3.5	93	100	96.5	94.75	98.25	93	100	13
OVERALL	400	ranked_thl_0.5	no.imputation	97.5	2.5	95	100	97.5	96.25	98.75	95	100	13
OVERALL	500	ranked_thl_0.5	no.imputation	97.5	2.5	95	100	97.5	96.25	98.75	95	100	13
OVERALL	1000	ranked_thl_0.5	no.imputation	99	1	98	100	99	98.5	99.5	98	100	13
OVERALL	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	13
north	50	ranked_thl_0.5	no.imputation	89	1.8	80	100	90	90	90	87.2	90.8	14
north	100	ranked_thl_0.5	no.imputation	88	2	80	100	90	82.5	90	86	90	14
north	200	ranked_thl_0.5	no.imputation	88	2	80	100	90	82.5	90	86	90	14
north	300	ranked_thl_0.5	no.imputation	88	2	80	100	90	82.5	90	86	90	14
north	400	ranked_thl_0.5	no.imputation	88	2	80	100	90	82.5	90	86	90	14
north	500	ranked_thl_0.5	no.imputation	88	2	80	100	90	82.5	90	86	90	14
north	1000	ranked_thl_0.5	no.imputation	88	2	80	100	90	82.5	90	86	90	14
north	15454	ranked_thl_0.5	no.imputation	88	2	80	100	90	82.5	90	86	90	14
south	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
south	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
south	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
south	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
south	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
south	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
south	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
south	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	14
OVERALL	50	ranked_thl_0.5	no.imputation	94.5	5.5	89	100	94.5	91.75	97.25	89	100	14
OVERALL	100	ranked_thl_0.5	no.imputation	94	6	88	100	94	91	97	88	100	14
OVERALL	200	ranked_thl_0.5	no.imputation	94	6	88	100	94	91	97	88	100	14
OVERALL	300	ranked_thl_0.5	no.imputation	94	6	88	100	94	91	97	88	100	14
OVERALL	400	ranked_thl_0.5	no.imputation	94	6	88	100	94	91	97	88	100	14
OVERALL	500	ranked_thl_0.5	no.imputation	94	6	88	100	94	91	97	88	100	14
OVERALL	1000	ranked_thl_0.5	no.imputation	94	6	88	100	94	91	97	88	100	14
OVERALL	15454	ranked_thl_0.5	no.imputation	94	6	88	100	94	91	97	88	100	14
north	50	ranked_thl_0.5	no.imputation	99	1	90	100	100	100	100	98	100	15
north	100	ranked_thl_0.5	no.imputation	98	1.33	90	100	100	100	100	96.67	99.33	15
north	200	ranked_thl_0.5	no.imputation	99	1	90	100	100	100	100	98	100	15
north	300	ranked_thl_0.5	no.imputation	98	1.33	90	100	100	100	100	96.67	99.33	15
north	400	ranked_thl_0.5	no.imputation	97	1.53	90	100	100	92.5	100	95.47	98.53	15
north	500	ranked_thl_0.5	no.imputation	98	1.33	90	100	100	100	100	96.67	99.33	15
north	1000	ranked_thl_0.5	no.imputation	97	1.53	90	100	100	92.5	100	95.47	98.53	15
north	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	15
south	50	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
south	100	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
south	200	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
south	300	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
south	400	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
south	500	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
south	1000	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
south	15454	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	15
OVERALL	50	ranked_thl_0.5	no.imputation	96.5	2.5	94	99	96.5	95.25	97.75	94	99	15
OVERALL	100	ranked_thl_0.5	no.imputation	96	2	94	98	96	95	97	94	98	15
OVERALL	200	ranked_thl_0.5	no.imputation	96.5	2.5	94	99	96.5	95.25	97.75	94	99	15
OVERALL	300	ranked_thl_0.5	no.imputation	96	2	94	98	96	95	97	94	98	15
OVERALL	400	ranked_thl_0.5	no.imputation	95.5	1.5	94	97	95.5	94.75	96.25	94	97	15
OVERALL	500	ranked_thl_0.5	no.imputation	96	2	94	98	96	95	97	94	98	15
OVERALL	1000	ranked_thl_0.5	no.imputation	95.5	1.5	94	97	95.5	94.75	96.25	94	97	15
OVERALL	15454	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	15
north	50	ranked_thl_0.5	no.imputation	96	1.63	90	100	100	90	100	94.37	97.63	16
north	100	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	16
north	200	ranked_thl_0.5	no.imputation	95	1.67	90	100	95	90	100	93.33	96.67	16
north	300	ranked_thl_0.5	no.imputation	95	1.67	90	100	95	90	100	93.33	96.67	16
north	400	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	16
north	500	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	16
north	1000	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	16
north	15454	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	16
south	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
south	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
south	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
south	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
south	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
south	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
south	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
south	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	16
OVERALL	50	ranked_thl_0.5	no.imputation	98	2	96	100	98	97	99	96	100	16
OVERALL	100	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	16
OVERALL	200	ranked_thl_0.5	no.imputation	97.5	2.5	95	100	97.5	96.25	98.75	95	100	16
OVERALL	300	ranked_thl_0.5	no.imputation	97.5	2.5	95	100	97.5	96.25	98.75	95	100	16
OVERALL	400	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	16
OVERALL	500	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	16
OVERALL	1000	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	16
OVERALL	15454	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	16
north	50	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
north	100	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
north	200	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
north	300	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
north	400	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
north	500	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
north	1000	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
north	15454	ranked_thl_0.5	no.imputation	90	2.11	80	100	90	90	90	87.89	92.11	17
south	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
south	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
south	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
south	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
south	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
south	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
south	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
south	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	17
OVERALL	50	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
OVERALL	100	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
OVERALL	200	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
OVERALL	300	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
OVERALL	400	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
OVERALL	500	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
OVERALL	1000	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
OVERALL	15454	ranked_thl_0.5	no.imputation	95	5	90	100	95	92.5	97.5	90	100	17
north	50	ranked_thl_0.5	no.imputation	94	2.21	80	100	95	90	100	91.79	96.21	18
north	100	ranked_thl_0.5	no.imputation	96	1.63	90	100	100	90	100	94.37	97.63	18
north	200	ranked_thl_0.5	no.imputation	97	1.53	90	100	100	92.5	100	95.47	98.53	18
north	300	ranked_thl_0.5	no.imputation	97	1.53	90	100	100	92.5	100	95.47	98.53	18
north	400	ranked_thl_0.5	no.imputation	97	1.53	90	100	100	92.5	100	95.47	98.53	18
north	500	ranked_thl_0.5	no.imputation	96	1.63	90	100	100	90	100	94.37	97.63	18
north	1000	ranked_thl_0.5	no.imputation	96	1.63	90	100	100	90	100	94.37	97.63	18
north	15454	ranked_thl_0.5	no.imputation	96	1.63	90	100	100	90	100	94.37	97.63	18
south	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
south	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
south	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
south	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
south	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
south	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
south	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
south	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	18
OVERALL	50	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	18
OVERALL	100	ranked_thl_0.5	no.imputation	98	2	96	100	98	97	99	96	100	18
OVERALL	200	ranked_thl_0.5	no.imputation	98.5	1.5	97	100	98.5	97.75	99.25	97	100	18
OVERALL	300	ranked_thl_0.5	no.imputation	98.5	1.5	97	100	98.5	97.75	99.25	97	100	18
OVERALL	400	ranked_thl_0.5	no.imputation	98.5	1.5	97	100	98.5	97.75	99.25	97	100	18
OVERALL	500	ranked_thl_0.5	no.imputation	98	2	96	100	98	97	99	96	100	18
OVERALL	1000	ranked_thl_0.5	no.imputation	98	2	96	100	98	97	99	96	100	18
OVERALL	15454	ranked_thl_0.5	no.imputation	98	2	96	100	98	97	99	96	100	18
north	50	ranked_thl_0.5	no.imputation	95	1.67	90	100	95	90	100	93.33	96.67	19
north	100	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	19
north	200	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	19
north	300	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	19
north	400	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	19
north	500	ranked_thl_0.5	no.imputation	93	1.53	90	100	90	90	97.5	91.47	94.53	19
north	1000	ranked_thl_0.5	no.imputation	93	1.53	90	100	90	90	97.5	91.47	94.53	19
north	15454	ranked_thl_0.5	no.imputation	93	1.53	90	100	90	90	97.5	91.47	94.53	19
south	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	19
south	100	ranked_thl_0.5	no.imputation	99	1	90	100	100	100	100	98	100	19
south	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	19
south	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	19
south	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	19
south	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	19
south	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	19
south	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	19
OVERALL	50	ranked_thl_0.5	no.imputation	97.5	2.5	95	100	97.5	96.25	98.75	95	100	19
OVERALL	100	ranked_thl_0.5	no.imputation	96.5	2.5	94	99	96.5	95.25	97.75	94	99	19
OVERALL	200	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	19
OVERALL	300	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	19
OVERALL	400	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	19
OVERALL	500	ranked_thl_0.5	no.imputation	96.5	3.5	93	100	96.5	94.75	98.25	93	100	19
OVERALL	1000	ranked_thl_0.5	no.imputation	96.5	3.5	93	100	96.5	94.75	98.25	93	100	19
OVERALL	15454	ranked_thl_0.5	no.imputation	96.5	3.5	93	100	96.5	94.75	98.25	93	100	19
north	50	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
north	100	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
north	200	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
north	300	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
north	400	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
north	500	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
north	1000	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
north	15454	ranked_thl_0.5	no.imputation	100	0	100	100	100	100	100	100	100	20
south	50	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
south	100	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
south	200	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
south	300	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
south	400	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
south	500	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
south	1000	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
south	15454	ranked_thl_0.5	no.imputation	94	1.63	90	100	90	90	100	92.37	95.63	20
OVERALL	50	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
OVERALL	100	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
OVERALL	200	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
OVERALL	300	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
OVERALL	400	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
OVERALL	500	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
OVERALL	1000	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
OVERALL	15454	ranked_thl_0.5	no.imputation	97	3	94	100	97	95.5	98.5	94	100	20
